city,total_listings,avg_price,median_price,avg_availability_rate,avg_occupancy_proxy,avg_estimated_annual_revenue,avg_recent_reviews,avg_reviews_per_month,avg_rating
Florence,11882,185.98518767884195,140.0,0.6206115846923976,0.37938841530760237,25503.454973910117,17.70989732368288,1.8226847332098972,4.762005215609575
Milan,20270,164.7786877158362,124.0,0.5573813787836805,0.4426186212163194,26137.875382338432,13.582486433152441,1.5723389245189936,4.712367124856815
Rome,33225,165.7020015048909,132.0,0.6308669202304751,0.369133079769525,21663.727705041383,15.44186606471031,1.6131075996990218,4.78066611558862
